median_income,percent_college,percent_lunch,percent_married,rate_unemployment,school_level,school_type,state,year,zip_code,average_act
42026.0,0.478886168910649,0.360197368421053,0.35006045949214,0.173463356973995,High,Regular School,WA,2016-2017,98203,21.1538461538462
63555.0,0.848151062155783,0.092896174863388,0.8369384359401,0.0552193645990923,High,Regular School,IL,2016-2017,61550,23.3
46017.0,0.551332805489575,0.356948228882834,0.569052783803326,0.0663071065989848,High,Regular School,KY,2016-2017,42431,20.0
38319.0,0.559885151763741,0.319148936170213,0.382828993666432,0.0697567691601652,High,Regular School,IL,2016-2017,62839,19.1
43516.0,0.397527910685805,0.741935483870968,0.67373572593801,0.168082253017434,High,Regular School,OH,2016-2017,45155,19.0
46862.0,0.558782201405152,0.334047109207709,0.63489932885906,0.106052490626674,High,Regular School,IL,2016-2017,61061,20.2
38054.0,0.423925027563396,0.12934716290421,0.638452237001209,0.130715705765408,High,Regular School,PA,2016-2017,19512,21.7887667887668
52817.0,0.479387514723204,0.173652694610778,0.798353909465021,0.044846577498033,High,Regular School,IN,2016-2017,46550,21.0683760683761
47013.0,0.655241935483871,0.24901185770751,0.584745762711864,0.0765124555160142,High,Regular School,MI,2016-2017,49265,19.2
47625.0,0.653976311336717,0.994575045207957,0.175298804780877,0.145116279069767,High,Regular School,NY,2016-2017,10467,16.3431013431013
52634.0,0.774269557021678,0.279205607476636,0.683863885839737,0.108201581027668,High,Regular School,IL,2016-2017,60561,22.8
38315.0,0.606974552309142,0.563131313131313,0.664623467600701,0.10675306957708,High,Regular School,OH,2016-2017,45810,20.0
21913.0,0.386964618249534,0.954285714285714,0.177958015267176,0.349729053772405,High,Regular School,IL,2016-2017,60644,14.6
59375.0,0.622569089048106,0.121290322580645,0.726483357452967,0.10896898575021,High,Regular School,IL,2016-2017,60071,22.5
30862.0,0.157391304347826,0.832988267770876,0.475108225108225,0.118953211736717,High,Regular School,TX,2016-2017,75203,15.8547008547009
27263.0,0.351559162750961,0.504578754578755,0.637126865671642,0.166180758017493,High,Regular School,TN,2016-2017,38372,18.9
56793.0,0.533066554338669,0.236013986013986,0.819282945736434,0.0723392461197339,High,Regular School,TX,2016-2017,79423,21.5201465201465
56025.0,0.463340683572216,0.529801324503311,0.723830734966592,0.0921318090114324,High,Regular School,WA,2016-2017,99337,17.979242979243
74840.0,0.736417261719963,0.311785714285714,0.854588796185936,0.0851808634772462,High,Regular School,TX,2016-2017,79912,20.5921855921856
90641.0,0.754639578042586,0.0720720720720721,0.828721017202693,0.0428082191780822,High,Regular School,IL,2016-2017,61736,23.7
40389.0,0.329795021961933,0.454202077431539,0.723584108199493,0.0858835143139191,High,Regular School,GA,2016-2017,30521,20.3479853479853
74621.0,0.729351032448378,0.138578680203046,0.731353135313531,0.0609276729559748,High,Regular School,TN,2016-2017,37122,21.3
45057.0,0.67969067969068,0.29826353421859,0.594354838709677,0.0679067020962504,High,Regular School,WI,2016-2017,54751,22.5
33889.0,0.546722454672245,0.604878048780488,0.300785634118967,0.129458917835671,High,Regular School,NC,2016-2017,28333,17.4175824175824
34237.0,0.556363636363636,0.326259946949602,0.39344262295082,0.186680121089808,High,Regular School,PA,2016-2017,15656,19.4688644688645
38500.0,0.514849074975657,0.377427184466019,0.465510445407962,0.0423143350604491,High,Regular School,GA,2016-2017,30528,20.6654456654457
101750.0,0.827994875080077,0.0987903225806452,0.813609467455621,0.0446122168840082,High,Regular School,TX,2016-2017,75035,22.5213675213675
49383.0,0.585313174946004,0.254934210526316,0.586070959264126,0.135487528344671,High,Regular School,NJ,2016-2017,8012,20.9340659340659
41971.0,0.67536704730832,0.304511278195489,0.579787234042553,0.0663900414937759,High,Regular School,FL,2016-2017,34771,20.6654456654457
73828.0,0.616883116883117,0.210822998872604,0.913127413127413,0.0681818181818182,High,Regular School,MI,2016-2017,48164,20.1
60795.0,0.566197183098592,0.33695652173913,0.810400866738895,0.0308548305513404,High,Regular School,OH,2016-2017,44841,20.0
40074.0,0.378767123287671,0.45859872611465,0.786350148367952,0.0520915548539858,High,Regular School,WI,2016-2017,54433,23.1
38354.0,0.213409961685824,0.937762825904121,0.5755,0.129884629698549,High,Regular School,IL,2016-2017,60632,16.8
33036.0,0.435675675675676,0.699284009546539,0.322388059701493,0.0831946755407654,High,Regular School,NC,2016-2017,27589,16.0989010989011
70542.0,0.580865603644647,0.277139208173691,0.854120267260579,0.132823698041089,High,Regular School,TN,2016-2017,37073,19.8
24529.0,0.373317954632834,0.917316692667707,0.231390652048471,0.147548358074674,High,Regular School,TN,2016-2017,38127,13.9
83846.0,0.789902280130293,0.452970297029703,0.721139430284858,0.0676369863013699,High,Regular School,TN,2016-2017,37840,18.3
87351.0,0.847555923777962,0.366312741312741,0.795019157088123,0.0470178493687418,High,Regular School,FL,2016-2017,33410,19.1025641025641
31177.0,0.445373134328358,0.631848064280497,0.276390008058018,0.190445448676566,High,Regular School,IL,2016-2017,62703,18.0
41149.0,0.356422326832549,0.222222222222222,0.684329199549042,0.0403481012658228,High,Regular School,TX,2016-2017,77435,21.2026862026862
24970.0,0.54656862745098,0.231707317073171,0.382124352331606,0.0975935828877005,High,Regular School,PA,2016-2017,15059,21.1782661782662
56893.0,0.763805358119191,0.183050847457627,0.807854137447405,0.0884235020360675,High,Regular School,MI,2016-2017,49445,20.8
60352.0,0.605823068309071,0.647231543624161,0.536379018612521,0.0975029726516052,High,Regular School,NY,2016-2017,10301,19.1758241758242
23783.0,0.284549964564139,0.839393939393939,0.329726944873776,0.153490759753593,High,Regular School,NJ,2016-2017,7501,14.047619047619
61750.0,0.77332829618436,0.135176651305684,0.716129032258065,0.038863351441705,High,Regular School,MI,2016-2017,48895,22.2
85625.0,0.735873425896028,0.150568181818182,0.93619972260749,0.0889261744966443,High,Regular School,OH,2016-2017,44224,23.0
38402.0,0.503653444676409,0.44478527607362,0.56,0.093011035207567,High,Regular School,MI,2016-2017,49015,19.1
57500.0,0.518051174202594,0.142561983471074,0.9111328125,0.0672268907563025,High,Regular School,PA,2016-2017,16056,22.985347985348
52043.0,0.82051282051282,0.659663865546218,0.710144927536232,0.0653343581860108,High,Regular School,LA,2016-2017,70130,19.7
35982.0,0.363765038924275,0.614864864864865,0.549923195084485,0.130089374379345,High,Regular School,KY,2016-2017,40322,17.9
40817.0,0.518424855491329,0.373390557939914,0.813105413105413,0.0786767992847564,High,Regular School,TX,2016-2017,75790,21.0805860805861
47313.0,0.498423955870764,0.243478260869565,0.709057639524245,0.11199207135778,High,Regular School,MI,2016-2017,49078,20.6
62074.0,0.684102564102564,0.145925110132159,0.637987012987013,0.0763930497303775,High,Regular School,LA,2016-2017,70471,23.3
72529.0,0.675475882461652,0.322816901408451,0.698359558085035,0.0596026490066225,High,Regular School,TX,2016-2017,77353,21.3003663003663
27615.0,0.625945945945946,0.615,0.574007220216607,0.0756880733944954,High,Regular School,TX,2016-2017,78212,19.7863247863248
59024.0,0.524098415908325,0.360323886639676,0.947494033412888,0.03936,High,Regular School,OH,2016-2017,45828,23.0
64084.0,0.609074733096085,0.215909090909091,0.823811279026907,0.0702431493631802,High,Regular School,TX,2016-2017,75058,21.3980463980464
41726.0,0.487860976233069,0.6390625,0.5986529318542,0.0797475616752725,High,Regular School,TX,2016-2017,78834,17.2466422466422
59052.0,0.649514563106796,0.28143213988343,0.416317991631799,0.0955613577023499,High,Regular School,FL,2016-2017,33040,20.8852258852259
39044.0,0.697368421052632,0.0,0.74006131696959,0.0,High,Regular School,OH,2016-2017,44106,20.0
78063.0,0.711060948081264,0.775551102204409,0.668903803131991,0.0577617328519856,High,Regular School,NY,2016-2017,11203,14.95115995116
56969.0,0.697978596908442,0.426684881602914,0.61771944216571,0.0396203054065208,High,Regular School,IN,2016-2017,46825,20.018315018315
30962.0,0.480279580629056,0.445121951219512,0.408672798948752,0.0928652321630804,High,Regular School,NC,2016-2017,27983,17.8327228327228
62104.0,0.67871259175607,0.618292682926829,0.70880829015544,0.135779816513761,High,Regular School,GA,2016-2017,30720,19.5421245421245
73125.0,0.535031847133758,0.397167138810198,0.78672032193159,0.0321148825065274,High,Regular School,IL,2016-2017,60090,20.5
47125.0,0.651649433776465,0.343761922930179,0.478960396039604,0.0501635768811341,High,Regular School,TX,2016-2017,78217,21.4224664224664
55242.0,0.67338543809132,0.16191904047976,0.469255663430421,0.0922727272727273,High,Regular School,MA,2016-2017,1915,22.1062271062271
43586.0,0.494316915533764,0.711789099526066,0.687717265353418,0.132776230269266,High,Regular School,GA,2016-2017,30047,18.3455433455433
34786.0,0.520522388059702,0.572664359861592,0.403973509933775,0.129183400267738,High,Regular School,LA,2016-2017,71301,21.6
38635.0,0.467443729903537,0.475862068965517,0.48384030418251,0.0706713780918728,High,Regular School,OH,2016-2017,43113,20.0
39863.0,0.373145682769114,0.50253807106599,0.575691411935953,0.0226969292389853,High,Regular School,TX,2016-2017,78648,19.2979242979243
26069.0,0.372319034852547,0.800205973223481,0.194199243379571,0.144223107569721,High,Regular School,TN,2016-2017,37216,16.0
43981.0,0.459459459459459,0.29426433915212,0.688766114180479,0.110128261831048,High,Regular School,MO,2016-2017,64040,21.3
55464.0,0.805279265493497,0.24954128440367,0.637554585152838,0.164173228346457,High,Regular School,NC,2016-2017,28546,20.9096459096459
46615.0,0.420086393088553,0.387211367673179,0.763036809815951,0.0673035171515415,High,Regular School,PA,2016-2017,16327,22.3992673992674
50717.0,0.458487768717569,0.347290640394089,0.639915522703273,0.0630434782608696,High,Regular School,PA,2016-2017,15686,19.2735042735043
23229.0,0.411732753938077,0.890728476821192,0.0916905444126074,0.125503742084053,High,Regular School,LA,2016-2017,71202,16.2
22891.0,0.710779082177161,0.88833746898263,0.414285714285714,0.168175937904269,High,Regular School,IL,2016-2017,60653,17.9
73925.0,0.669561621174524,0.233907524932004,0.861328125,0.118151500714626,High,Regular School,GA,2016-2017,30506,22.3748473748474
60488.0,0.635752042287362,0.127762430939227,0.724873096446701,0.0706580366774542,High,Regular School,MI,2016-2017,48169,20.0
31951.0,0.543396226415094,0.474874371859296,0.736479842674533,0.0864300626304802,High,Regular School,NC,2016-2017,28658,20.0793650793651
44266.0,0.564847820126131,0.428985507246377,0.614387556707712,0.108756622000623,High,Regular School,MI,2016-2017,49202,18.2
43094.0,0.403890160183066,0.409375,0.724287484510533,0.0948241801659423,High,Regular School,TX,2016-2017,78942,20.1037851037851
23299.0,0.325038880248834,0.447619047619048,0.485185185185185,0.084192439862543,High,Regular School,OH,2016-2017,43906,19.0
38925.0,0.569543147208122,0.399610136452242,0.749640287769784,0.133030990173847,High,Regular School,NC,2016-2017,28705,21.6178266178266
38153.0,0.554905782975958,0.745119305856833,0.328399629972248,0.134754211069096,High,Regular School,NJ,2016-2017,7093,17.954822954823
86164.0,0.67533104462972,0.088622754491018,0.725388601036269,0.0487930148947098,High,Regular School,NJ,2016-2017,7874,21.1782661782662
66198.0,0.782119763845938,0.225600784698382,0.76231884057971,0.0411328388401888,High,Regular School,KY,2016-2017,40243,21.2
36468.0,0.360535931790499,0.0,0.601748807631161,0.207893529141808,High,Regular School,OH,2016-2017,45612,21.0
43914.0,0.360724233983287,0.437722419928826,0.744949494949495,0.049685534591195,High,Regular School,PA,2016-2017,15338,18.8095238095238
51438.0,0.41093032957864,0.261154855643045,0.669404517453799,0.0734573947110676,High,Regular School,PA,2016-2017,16041,22.1062271062271
76449.0,0.702770780856423,0.147058823529412,0.874256584536958,0.0515799256505576,High,Regular School,IL,2016-2017,62295,21.9
75556.0,0.607081174438687,0.401084010840108,0.660015349194167,0.0754778101716877,High,Regular School,WA,2016-2017,98589,20.3724053724054
53079.0,0.59775641025641,0.41897233201581,0.454431960049938,0.0912778904665314,High,Regular School,WA,2016-2017,99141,19.6642246642247
45934.0,0.552228571428571,0.415116279069767,0.400334448160535,0.0912328767123288,High,Regular School,GA,2016-2017,30120,20.8119658119658
52431.0,0.564853556485356,0.556657963446475,0.496314496314496,0.0553672316384181,High,Regular School,PA,2016-2017,18346,18.8339438339438
72188.0,0.56816976127321,0.349892008639309,0.769044740024184,0.029126213592233,High,Regular School,OH,2016-2017,43164,20.0
33162.0,0.471415607985481,0.866844207723036,0.630985915492958,0.140709561034275,High,Regular School,OH,2016-2017,45133,21.0
24682.0,0.536256906077348,0.646198830409357,0.266708701134931,0.256856931060044,High,Regular School,OH,2016-2017,45211,19.0
40039.0,0.30848190167477,0.0,0.664932362122789,0.146473779385172,High,Regular School,OH,2016-2017,45390,20.0
39635.0,0.45360824742268,0.601328903654485,0.77112676056338,0.16137339055794,High,Regular School,OH,2016-2017,45167,19.0
40615.0,0.462609970674487,0.28436018957346,0.778471138845554,0.026148969889065,High,Regular School,MO,2016-2017,65281,22.2
52304.0,0.705982905982906,0.274137931034483,0.843891402714932,0.162720097146327,High,Regular School,MI,2016-2017,48017,19.7
57321.0,0.801778907242694,0.132678132678133,0.531716417910448,0.048938679245283,High,Regular School,NJ,2016-2017,8226,22.4481074481074
129919.0,0.906824146981627,0.00844475721323012,0.819599109131403,0.0728705071393402,High,Regular School,NJ,2016-2017,7945,24.6703296703297
54513.0,0.487417218543046,0.350674373795761,0.654008438818565,0.0715520221223643,High,Regular School,OH,2016-2017,43734,20.0
153983.0,0.915488976823064,0.0417705735660848,0.934801762114537,0.0453648915187377,High,Regular School,WA,2016-2017,98074,24.2063492063492
57554.0,0.676050044682752,0.324457593688363,0.705669481302774,0.0483114446529081,High,Regular School,WI,2016-2017,54935,22.5
37040.0,0.412068965517241,0.701204819277108,0.55352644836272,0.0819295558958652,High,Regular School,TX,2016-2017,77023,19.6153846153846
45179.0,0.571672354948805,0.271468144044321,0.721577726218097,0.0661116552399608,High,Regular School,OH,2016-2017,44408,22.0
62298.0,0.509244242620824,0.284242424242424,0.74894336432798,0.0936967632027257,High,Regular School,GA,2016-2017,30157,20.030525030525
88672.0,0.835402298850575,0.662844036697248,0.587253414264036,0.093854748603352,High,Regular School,IL,2016-2017,60461,17.3
33952.0,0.366020524515393,0.524236983842011,0.555149744338933,0.162823529411765,High,Regular School,OH,2016-2017,45661,21.0
105372.0,0.850973751058425,0.0951940850277264,0.953216374269006,0.0808396605627512,High,Regular School,NJ,2016-2017,7054,24.1086691086691
16605.0,0.327577450482478,0.635890767230169,0.250425894378194,0.246537396121884,High,Regular School,NC,2016-2017,28352,17.5396825396825
80017.0,0.869311267948406,0.0482233502538071,0.894275700934579,0.112700803212851,High,Regular School,IL,2016-2017,60134,24.3
31862.0,0.488101533580116,0.321100917431193,0.316167664670659,0.132858837485172,High,Regular School,MI,2016-2017,48413,19.7
55357.0,0.534010600706714,0.188524590163934,0.737874097007224,0.0927495291902072,High,Regular School,MO,2016-2017,64454,22.0
42455.0,0.446548956661316,0.998272884283247,0.491351697629725,0.131832797427653,High,Regular School,GA,2016-2017,30260,17.2466422466422
47011.0,0.496280868789051,0.311557788944724,0.667715544367527,0.0651864503273555,High,Regular School,WI,2016-2017,54937,19.8
45313.0,0.274298056155508,0.416282642089094,0.530759951749095,0.0858652575957728,High,Regular School,KY,2016-2017,40050,18.5
47500.0,0.668038812114084,0.207815275310835,0.767337807606264,0.10507355148604,High,Regular School,MA,2016-2017,1226,22.4481074481074
42768.0,0.384045584045584,0.327176781002639,0.722448979591837,0.108654453569172,High,Regular School,NJ,2016-2017,8835,20.3724053724054
77759.0,0.873,0.55794504181601,0.932608695652174,0.0300842358604091,High,Regular School,TX,2016-2017,78213,19.6886446886447
45658.0,0.585097001763668,0.246612466124661,0.741935483870968,0.0351602895553257,High,Regular School,IL,2016-2017,62088,20.7
50855.0,0.67520151730678,0.398254478640331,0.826086956521739,0.0676711604546656,High,Regular School,WI,2016-2017,54302,21.7
41250.0,0.650210970464135,0.446153846153846,0.727699530516432,0.138469827586207,High,Regular School,WA,2016-2017,98201,22.3748473748474
32604.0,0.458904109589041,0.99618320610687,0.336336336336336,0.205623901581722,High,Regular School,GA,2016-2017,31903,17.6373626373626
29797.0,0.336396120469627,0.618101545253863,0.713780918727915,0.0955882352941176,High,Regular School,TN,2016-2017,37658,18.4
47537.0,0.588928473554398,0.207441860465116,0.551227321237994,0.0809581564584597,High,Regular School,IN,2016-2017,46725,20.5995115995116
45172.0,0.834215167548501,0.528219178082192,0.740437158469945,0.0591979630808402,High,Regular School,FL,2016-2017,32205,17.7106227106227
38708.0,0.388625592417062,0.69740376007162,0.737732656514382,0.0976744186046512,High,Regular School,NY,2016-2017,11214,19.1514041514042
42000.0,0.609090909090909,0.6875,0.550632911392405,0.093984962406015,High,Regular School,NY,2016-2017,11432,20.0549450549451
67188.0,0.5224863935835,0.289902280130293,0.819839533187454,0.080592699674738,High,Regular School,TX,2016-2017,76064,20.1770451770452
67110.0,0.673869007427414,0.0300751879699248,0.615579480683977,0.108675153229609,High,Regular School,MA,2016-2017,1434,25.7692307692308
31140.0,0.405128205128205,0.34,0.763848396501458,0.17693522906793,High,Regular School,OH,2016-2017,44667,20.0
51966.0,0.393543617545589,0.482260183968463,0.597830802603037,0.0904823989569752,High,Regular School,LA,2016-2017,70521,18.3
50441.0,0.684125705076551,0.235817575083426,0.646936656282451,0.0600184672206833,High,Regular School,FL,2016-2017,33458,20.9096459096459
90455.0,0.637128072445019,0.235054693462223,0.793236714975845,0.0884381338742393,High,Regular School,NY,2016-2017,10312,20.6166056166056
92188.0,0.835047759000735,0.148489932885906,0.782456140350877,0.0781065088757396,High,Regular School,MI,2016-2017,48360,22.5
45607.0,0.557749259624877,0.311331133113311,0.751596877217885,0.0653540008378718,High,Regular School,MO,2016-2017,65706,21.9
30195.0,0.149055640632976,0.951704545454545,0.604166666666667,0.224969097651422,High,Regular School,MI,2016-2017,48210,17.1
49417.0,0.605610561056106,0.148247978436658,0.820118343195266,0.0882088208820882,High,Regular School,OH,2016-2017,43302,22.0
30445.0,0.613690274483226,0.325546345139412,0.501742160278746,0.192830188679245,High,Regular School,PA,2016-2017,18360,21.2759462759463
31516.0,0.589358010410642,0.371335504885993,0.301440329218107,0.0833927298645759,High,Regular School,FL,2016-2017,32773,23.1562881562882
84174.0,0.936015325670498,0.293333333333333,0.841683366733467,0.0360627916843445,High,Regular School,NC,2016-2017,28209,23.962148962149
78258.0,0.712942230183609,0.284142394822006,0.726476014760148,0.0814613675635645,High,Regular School,TX,2016-2017,78634,20.5189255189255
34744.0,0.419822723609992,0.426470588235294,0.598814229249012,0.196986006458558,High,Regular School,MI,2016-2017,49765,18.9
36541.0,0.370949074074074,0.457364341085271,0.715736040609137,0.118025751072961,High,Regular School,TN,2016-2017,37642,19.3
38203.0,0.384825967931169,0.356862745098039,0.637878787878788,0.202282157676349,High,Regular School,OH,2016-2017,45679,21.0
45759.0,0.493370551290998,0.4826224328594,0.560143626570916,0.197635135135135,High,Regular School,FL,2016-2017,33065,20.0549450549451
35793.0,0.542186353631695,0.478048780487805,0.416083916083916,0.10828488372093,High,Regular School,PA,2016-2017,18634,19.7863247863248
45745.0,0.598772535481396,0.195676905574517,0.672811059907834,0.0602716468590832,High,Regular School,WI,2016-2017,54650,23.2
44760.0,0.52050919377652,0.48995983935743,0.601170568561873,0.101465002712968,High,Regular School,TX,2016-2017,75474,20.006105006105
39708.0,0.469247083775186,0.26984126984127,0.701337295690936,0.0684243565599498,High,Regular School,MI,2016-2017,49874,19.5
138822.0,0.930207587687903,0.0731070496083551,0.925212279555846,0.0598076118778754,High,Regular School,GA,2016-2017,30004,23.8888888888889
29167.0,0.407361197754211,0.448028673835125,0.612413793103448,0.0847322142286171,High,Regular School,KY,2016-2017,42408,20.3
26250.0,0.408055113937467,0.944073884043099,0.541256623769871,0.0921318090114324,High,Regular School,TX,2016-2017,78537,19.004884004884
17130.0,0.617464788732394,0.224264705882353,0.173967459324155,0.198902606310014,High,Regular School,NC,2016-2017,28803,23.962148962149
42476.0,0.614020028612303,0.209331651954603,0.749152542372881,0.0404964075767472,High,Regular School,PA,2016-2017,16823,21.7643467643468
27878.0,0.413269609221254,0.588289112534309,0.686015831134565,0.128795811518325,High,Regular School,KY,2016-2017,41240,19.0
40945.0,0.587724377533295,0.298426478567553,0.64451313755796,0.0960629921259843,High,Regular School,NC,2016-2017,27284,20.5677655677656
21111.0,0.497757847533632,0.231868131868132,0.32996632996633,0.14030131826742,High,Regular School,TX,2016-2017,75201,23.4004884004884
20967.0,0.391959798994975,0.634069400630915,0.1875,0.140488656195462,High,Regular School,PA,2016-2017,19139,16.4163614163614
57725.0,0.540732265446224,0.738993710691824,0.605905511811024,0.0948019801980198,High,Regular School,NY,2016-2017,11691,14.8534798534799
51375.0,0.599652375434531,0.454434250764526,0.697380307136405,0.0866794136392607,High,Regular School,NC,2016-2017,27545,19.004884004884
29646.0,0.410222804718218,0.439024390243902,0.664210526315789,0.150282485875706,High,Regular School,NC,2016-2017,28612,20.3724053724054
57298.0,0.824591573516767,0.401405700898087,0.672985781990521,0.0805892547660312,High,Regular School,TX,2016-2017,75701,21.2026862026862
29022.0,0.36304347826087,0.743865948533812,0.268378063010502,0.269703872437358,High,Regular School,NC,2016-2017,28208,17.8327228327228
39527.0,0.549334557136301,0.36726272352132,0.519756838905775,0.0638805970149254,High,Regular School,NC,2016-2017,27370,20.7387057387057
58194.0,0.905737704918033,0.255411255411255,1.0,0.0253317249698432,High,Regular School,IL,2016-2017,60559,21.7
43658.0,0.609399477806788,0.236842105263158,0.665417057169635,0.0638173302107728,High,Regular School,MI,2016-2017,49837,20.0
57625.0,0.563926312895243,0.393483709273183,0.710124826629681,0.0898094950105836,High,Regular School,MI,2016-2017,49038,18.5
28554.0,0.413941018766756,0.902527075812274,0.210144927536232,0.153104279686558,High,Regular School,MO,2016-2017,64108,16.5
61784.0,0.640923566878981,0.329838709677419,0.684654300168634,0.0694471015879089,High,Regular School,NC,2016-2017,28348,20.3479853479853
47917.0,0.692825112107623,0.50810245687402,0.709459459459459,0.0573065902578797,High,Regular School,OH,2016-2017,44118,19.0
78825.0,0.68021978021978,0.0352941176470588,0.8758231420508,0.0632208457923964,High,Regular School,NJ,2016-2017,7066,21.5934065934066
50000.0,0.512119967132293,0.216696269982238,0.686290003951007,0.0921601334445371,High,Regular School,IN,2016-2017,46517,20.015873015873
48625.0,0.529497805948318,0.169546436285097,0.64755838641189,0.0695559122525415,High,Regular School,PA,2016-2017,17225,21.4957264957265
32303.0,0.382826475849732,0.736280487804878,0.461426491994178,0.140529531568228,High,Regular School,LA,2016-2017,70086,18.1
46214.0,0.398814949863263,0.436274509803922,0.646271510516252,0.13773965691221,High,Regular School,OH,2016-2017,43701,21.0
9003.0,0.282222222222222,0.684021543985637,0.0,0.392655367231638,High,Regular School,KY,2016-2017,40203,17.1
20435.0,0.300389105058366,0.730923694779116,0.0475663716814159,0.279048490393413,High,Regular School,PA,2016-2017,19140,17.1001221001221
43585.0,0.577836411609499,0.438380281690141,0.509819324430479,0.0649304316803425,High,Regular School,MO,2016-2017,65065,23.2
48660.0,0.701923076923077,0.240893066980023,0.658303464755078,0.0542521994134897,High,Regular School,FL,2016-2017,34109,22.8144078144078
56940.0,0.5809604759881,0.221698113207547,0.601173020527859,0.0820117806977798,High,Regular School,IL,2016-2017,62551,18.7
25392.0,0.67201166180758,0.125230202578269,0.373123659756969,0.18,High,Regular School,FL,2016-2017,32404,22.7411477411477
40528.0,0.586717630195891,0.311154598825832,0.665458937198068,0.0587951807228916,High,Regular School,MO,2016-2017,65233,22.0
48472.0,0.543165467625899,0.367041198501873,0.649883810999225,0.107308048103608,High,Regular School,LA,2016-2017,70669,19.1
44655.0,0.388499298737728,0.483994878361076,0.568567696996082,0.0733333333333333,High,Regular School,OH,2016-2017,45154,20.0
51458.0,0.468073593073593,0.262626262626263,0.687755102040816,0.05410225921522,High,Regular School,PA,2016-2017,17023,20.6654456654457
56525.0,0.619311875693674,0.483234714003945,0.753799392097264,0.0521528198908429,High,Regular School,MI,2016-2017,48121,17.8
23800.0,0.328333333333333,0.465408805031447,0.547700170357751,0.0859598853868195,High,Regular School,MO,2016-2017,63845,19.5
57625.0,0.843335439039798,0.38796992481203,0.309473684210526,0.0931655899353961,High,Regular School,GA,2016-2017,30309,21.3492063492064
24255.0,0.33283626603042,0.825147347740668,0.231026252983294,0.0955538221528861,High,Regular School,LA,2016-2017,71106,15.5
58581.0,0.588960342979636,0.0961538461538462,0.739837398373984,0.0996563573883162,High,Regular School,IL,2016-2017,61756,21.4
25474.0,0.205254515599343,0.504170528266914,0.516814159292035,0.177177177177177,High,Regular School,GA,2016-2017,30116,19.3711843711844
26327.0,0.829501915708812,0.223744292237443,0.746987951807229,0.0920716112531969,High,Regular School,MI,2016-2017,49931,23.3
48113.0,0.398148148148148,0.382436260623229,0.583845478489903,0.0287581699346405,High,Regular School,TX,2016-2017,79745,23.5470085470085
34444.0,0.479802955665025,0.433489827856025,0.552505966587112,0.144796380090498,High,Regular School,FL,2016-2017,32726,21.7399267399267
33148.0,0.565837937384899,0.337748344370861,0.477272727272727,0.0721328489880644,High,Regular School,TX,2016-2017,75789,22.3992673992674
33679.0,0.280149968756509,0.985981308411215,0.640344311377245,0.12784013139885,High,Regular School,GA,2016-2017,30705,17.2466422466422
43945.0,0.632925472747497,0.41527446300716,0.64218958611482,0.047798268724125,High,Regular School,GA,2016-2017,31069,21.2271062271062
44122.0,0.50744248985115,0.334375,0.627674750356633,0.0665680473372781,High,Regular School,MI,2016-2017,48755,19.7
126667.0,0.856445993031359,0.0123051681706317,0.787878787878788,0.0622655663915979,High,Regular School,NJ,2016-2017,7436,23.2539682539683
49479.0,0.521638776687825,0.764378478664193,0.617169373549884,0.0352941176470588,High,Regular School,OH,2016-2017,43078,22.0
52467.0,0.564460784313725,0.29904185577408,0.772455089820359,0.082317898727322,High,Regular School,MI,2016-2017,48313,20.6
66905.0,0.631129389433724,0.0946502057613169,0.755829903978052,0.0687697160883281,High,Regular School,WI,2016-2017,53086,23.9
43287.0,0.623278542869836,0.24494825036964,0.583503054989817,0.0475746268656716,High,Regular School,IN,2016-2017,47201,22.8730158730159
100528.0,0.923273657289003,0.0551663747810858,0.848109965635739,0.0217391304347826,High,Regular School,MA,2016-2017,2067,25.8913308913309
38225.0,0.451689996585866,0.432058959005067,0.613938053097345,0.181155900922778,High,Regular School,FL,2016-2017,34769,20.1770451770452
29297.0,0.634192932187202,0.960167714884696,0.0443686006825939,0.389221556886228,High,Regular School,IL,2016-2017,60628,14.8
59551.0,0.664511315593136,0.222952477249747,0.819840898455779,0.050412987752777,High,Regular School,WA,2016-2017,99037,23.2783882783883
27969.0,0.439589835042354,0.856410256410256,0.633879781420765,0.160644802668149,High,Regular School,OH,2016-2017,43912,18.0
32836.0,0.391710686712718,0.536630036630037,0.553314121037464,0.139144558743909,High,Regular School,TN,2016-2017,37874,17.5
67543.0,0.615681730397837,0.374233128834356,0.780262143407864,0.0954404945904173,High,Regular School,IL,2016-2017,60146,19.2
53611.0,0.577717179587067,0.429333333333333,0.769458128078818,0.107142857142857,High,Regular School,OH,2016-2017,43558,21.0
35410.0,0.499123575810692,0.431372549019608,0.529360967184801,0.124807395993837,High,Regular School,MI,2016-2017,49677,18.4
70893.0,0.609721566776781,0.258333333333333,0.734026745913819,0.0552995391705069,High,Regular School,IL,2016-2017,61281,19.1
41927.0,0.503113325031133,0.345767575322812,0.474885844748858,0.0894545454545455,High,Regular School,PA,2016-2017,18517,21.5934065934066
84850.0,0.605616093880972,0.174226804123711,0.725671140939597,0.0569561157796452,High,Regular School,TX,2016-2017,78121,20.6654456654457
55972.0,0.629251700680272,0.99816961561928,0.439516129032258,0.118222222222222,High,Regular School,GA,2016-2017,30236,17.0512820512821
62500.0,0.631907736665065,0.330550918196995,0.749144811858609,0.0925306577480491,High,Regular School,TX,2016-2017,77954,20.5921855921856
